Category,Term,Term_proc,embfull_dim0,embfull_dim1,embfull_dim2,embfull_dim3,embfull_dim4,embfull_dim5,embfull_dim6,embfull_dim7,embfull_dim8,embfull_dim9,embfull_dim10,embfull_dim11,embfull_dim12,embfull_dim13,embfull_dim14,embfull_dim15,embfull_dim16,embfull_dim17,embfull_dim18,embfull_dim19,embfull_dim20,embfull_dim21,embfull_dim22,embfull_dim23,embfull_dim24,embfull_dim25,embfull_dim26,embfull_dim27,embfull_dim28,embfull_dim29,embfull_dim30,embfull_dim31,embfull_dim32,embfull_dim33,embfull_dim34,embfull_dim35,embfull_dim36,embfull_dim37,embfull_dim38,embfull_dim39,embfull_dim40,embfull_dim41,embfull_dim42,embfull_dim43,embfull_dim44,embfull_dim45,embfull_dim46,embfull_dim47,embfull_dim48,embfull_dim49,embfull_dim50,embfull_dim51,embfull_dim52,embfull_dim53,embfull_dim54,embfull_dim55,embfull_dim56,embfull_dim57,embfull_dim58,embfull_dim59,embfull_dim60,embfull_dim61,embfull_dim62,embfull_dim63,embfull_dim64,embfull_dim65,embfull_dim66,embfull_dim67,embfull_dim68,embfull_dim69,embfull_dim70,embfull_dim71,embfull_dim72,embfull_dim73,embfull_dim74,embfull_dim75,embfull_dim76,embfull_dim77,embfull_dim78,embfull_dim79,embfull_dim80,embfull_dim81,embfull_dim82,embfull_dim83,embfull_dim84,embfull_dim85,embfull_dim86,embfull_dim87,embfull_dim88,embfull_dim89,embfull_dim90,embfull_dim91,embfull_dim92,embfull_dim93,embfull_dim94,embfull_dim95,embfull_dim96,embfull_dim97,embfull_dim98,embfull_dim99,embfull_dim100,embfull_dim101,embfull_dim102,embfull_dim103,embfull_dim104,embfull_dim105,embfull_dim106,embfull_dim107,embfull_dim108,embfull_dim109,embfull_dim110,embfull_dim111,embfull_dim112,embfull_dim113,embfull_dim114,embfull_dim115,embfull_dim116,embfull_dim117,embfull_dim118,embfull_dim119,embfull_dim120,embfull_dim121,embfull_dim122,embfull_dim123,embfull_dim124,embfull_dim125,embfull_dim126,embfull_dim127,embfull_dim128,embfull_dim129,embfull_dim130,embfull_dim131,embfull_dim132,embfull_dim133,embfull_dim134,embfull_dim135,embfull_dim136,embfull_dim137,embfull_dim138,embfull_dim139,embfull_dim140,embfull_dim141,embfull_dim142,embfull_dim143,embfull_dim144,embfull_dim145,embfull_dim146,embfull_dim147,embfull_dim148,embfull_dim149,embfull_dim150,embfull_dim151,embfull_dim152,embfull_dim153,embfull_dim154,embfull_dim155,embfull_dim156,embfull_dim157,embfull_dim158,embfull_dim159,embfull_dim160,embfull_dim161,embfull_dim162,embfull_dim163,embfull_dim164,embfull_dim165,embfull_dim166,embfull_dim167,embfull_dim168,embfull_dim169,embfull_dim170,embfull_dim171,embfull_dim172,embfull_dim173,embfull_dim174,embfull_dim175,embfull_dim176,embfull_dim177,embfull_dim178,embfull_dim179,embfull_dim180,embfull_dim181,embfull_dim182,embfull_dim183,embfull_dim184,embfull_dim185,embfull_dim186,embfull_dim187,embfull_dim188,embfull_dim189,embfull_dim190,embfull_dim191,embfull_dim192,embfull_dim193,embfull_dim194,embfull_dim195,embfull_dim196,embfull_dim197,embfull_dim198,embfull_dim199,embfull_dim200,embfull_dim201,embfull_dim202,embfull_dim203,embfull_dim204,embfull_dim205,embfull_dim206,embfull_dim207,embfull_dim208,embfull_dim209,embfull_dim210,embfull_dim211,embfull_dim212,embfull_dim213,embfull_dim214,embfull_dim215,embfull_dim216,embfull_dim217,embfull_dim218,embfull_dim219,embfull_dim220,embfull_dim221,embfull_dim222,embfull_dim223,embfull_dim224,embfull_dim225,embfull_dim226,embfull_dim227,embfull_dim228,embfull_dim229,embfull_dim230,embfull_dim231,embfull_dim232,embfull_dim233,embfull_dim234,embfull_dim235,embfull_dim236,embfull_dim237,embfull_dim238,embfull_dim239,embfull_dim240,embfull_dim241,embfull_dim242,embfull_dim243,embfull_dim244,embfull_dim245,embfull_dim246,embfull_dim247,embfull_dim248,embfull_dim249,embfull_dim250,embfull_dim251,embfull_dim252,embfull_dim253,embfull_dim254,embfull_dim255,embfull_dim256,embfull_dim257,embfull_dim258,embfull_dim259,embfull_dim260,embfull_dim261,embfull_dim262,embfull_dim263,embfull_dim264,embfull_dim265,embfull_dim266,embfull_dim267,embfull_dim268,embfull_dim269,embfull_dim270,embfull_dim271,embfull_dim272,embfull_dim273,embfull_dim274,embfull_dim275,embfull_dim276,embfull_dim277,embfull_dim278,embfull_dim279,embfull_dim280,embfull_dim281,embfull_dim282,embfull_dim283,embfull_dim284,embfull_dim285,embfull_dim286,embfull_dim287,embfull_dim288,embfull_dim289,embfull_dim290,embfull_dim291,embfull_dim292,embfull_dim293,embfull_dim294,embfull_dim295,embfull_dim296,embfull_dim297,embfull_dim298,embfull_dim299
Politics / Trade Union ,ASLEF,['ASLEF'],0.096949495,-0.06296283,0.14230692,0.011612384,0.056323748,0.069916636,-0.13417666,0.10206176,0.0924236,-0.018272461,0.1891447,-0.16202706,-0.032741237,-0.045957934,0.10830727,-0.04030893,-0.23311402,-0.062671736,-0.10538249,0.063496865,-0.013890691,0.14351127,0.12122108,-0.0031841826,0.025463087,0.08613334,-0.15091288,-0.087437786,0.009444175,0.55819595,-0.23119289,0.055981986,-0.1587461,0.064937174,-0.17271867,-0.02160119,0.0086111305,0.00046473928,-0.056041785,-0.2046046,-0.073247164,-0.15121484,-0.010337945,-0.008870375,0.005627552,0.023013001,0.050058585,-0.03272405,0.060131118,-0.12384512,-0.08413761,0.031020766,0.12457211,-0.050873343,-0.03330879,-0.12843452,-0.0384114,0.15404582,0.14461671,0.0059581334,0.018237667,-0.12282811,-0.15148248,0.053316154,-0.08687873,-0.07395372,-0.13300972,-0.08554667,0.032986652,-0.19180757,0.009822824,-0.040641416,0.20585841,-0.12543325,0.028394854,-0.04355361,-0.07978853,0.061110534,-0.056866456,0.09964134,-0.08003564,0.09628059,0.07668151,0.19489625,-0.07043592,-0.1458585,0.013461441,-0.03768737,-0.041060947,-0.055697218,0.272011,-0.021401767,-0.2052227,0.40043914,0.027221821,0.03428821,0.082299516,0.06660017,-0.04180909,-0.03084625,0.12541234,0.02739856,-0.050605197,0.04570645,-0.20052384,-0.08678663,-0.058613043,-0.16469584,0.1228043,-0.15413448,-0.1375972,0.20491143,-0.037361242,-0.05414186,0.1701972,0.2524155,-0.15495458,0.17190266,-0.058431286,0.20431192,-0.016198203,-0.09427349,0.035139006,0.014467996,0.08657512,-0.12994082,0.12286836,0.06756327,-0.05456032,-0.055722483,-0.2689078,0.02949303,0.014077237,-0.008927593,-0.027064763,0.16829936,-0.018191956,-0.041953035,0.012288146,-0.35989192,-0.19564496,-0.027724449,-0.055539325,0.07888104,-0.0644753,-0.025023032,-0.13429289,0.07462653,-0.04785498,-0.046969052,0.0073457835,0.16546325,0.032374445,-0.041953336,-0.0025102878,-0.19946904,0.03492959,-0.004635749,-0.04058049,0.0078409165,0.018976424,-0.09751161,-0.006911361,-0.14796996,0.03475714,0.072264,-0.26604062,-0.13356872,-0.08417003,-0.005649504,0.19309437,-0.010325391,0.19985013,0.217214,0.08222722,-0.17254594,-0.26350754,-0.018298578,-0.069271535,-0.0738094,0.07004406,0.13030884,0.1387654,-0.012631215,-0.22535418,-0.06002018,0.042658035,-0.10224981,0.20614904,-0.08999406,0.055101782,-0.008291367,0.078716576,-0.14107648,0.16570882,-0.061930023,0.3032978,0.011940809,-0.018616818,-0.020756144,0.035612933,0.03425384,-0.0016644531,0.13798885,-0.102071226,0.20210151,0.06760716,0.059897102,-0.10808248,-0.021524433,0.083609745,0.18108708,-0.03883,-0.03421775,0.012410089,-0.034228504,0.1592605,-0.054987207,0.005679449,0.030087689,0.06022525,0.04539822,-0.06887363,0.0053046253,0.07815565,0.0054401034,-0.36390704,0.019196084,0.015683023,-0.0041887267,0.2180433,0.03037772,0.03753465,-0.23166364,0.0890605,0.038362343,-0.09212169,0.014310425,0.1683208,0.023883294,-0.07462922,0.0075334376,-0.0059490725,-0.03985808,0.08913928,-0.103203915,0.19665986,-0.2287572,-0.08972233,-0.016334513,0.087781906,-0.089853,-0.09971073,0.16083124,0.15243796,0.0897948,-0.013813224,0.29671544,-0.18384719,-0.22476198,-0.2567328,0.08400999,-0.07084358,0.19912869,-0.1420863,-0.13862808,0.09055903,0.033766102,-0.010167494,0.015901513,0.1257924,0.020839598,-0.03599951,-0.028831912,0.10082969,-0.010930881,0.0012370348,-0.04082074,-0.08009045,-0.008862975,-0.123453714,-0.06733534,-0.0968967,-0.1446175,0.010705195,0.021201214,-0.11800722,0.15761444,-0.0333767,-0.30931872,0.07506954,0.11695028,0.073516935,-0.008535059,-0.15589108,-0.24254677,0.3118291,0.21586014,-0.046694547,0.031809952
Politics / Trade Union ,BFAWU,['BFAWU'],0.09896564,-0.0010270788,0.07787699,-0.12106279,0.06712788,0.15606044,-0.024331816,0.026058575,0.100545,-0.07819936,0.11971799,-0.016433235,0.13128437,-0.036589354,0.07476787,-0.069694296,-0.0030329525,0.050791323,0.08373625,0.09554674,-0.12413861,0.1427989,0.032577176,0.004494331,0.047971353,0.14259246,0.005225681,-0.055413045,-0.01704866,0.54549724,-0.14852974,0.022923548,0.019557988,-0.06493884,-0.03757292,-0.08034856,-0.043474667,0.009557171,-0.02993375,-0.09474695,-0.015164981,-0.012692308,-0.041063868,-0.10684143,0.016252955,-0.09988007,0.03228904,-0.08455864,0.09841077,-0.08191213,0.059888303,0.050546836,-0.013274796,-0.04630468,-0.1154948,-0.10203584,0.05335809,0.07065783,0.10069048,0.07933205,-0.035853185,-0.07632077,-0.10686119,0.0074441764,-0.093781054,-0.01257353,-0.0495671,-0.08577805,0.09331307,-0.061269514,0.010387082,-0.09160811,0.04409571,-0.051013447,0.05149611,-0.0916079,-0.08833345,-0.11220086,-0.02359396,0.10442827,-0.010598451,-0.046943855,0.25199103,0.031765893,-0.07692568,-0.044706374,0.041698158,-0.060436994,-0.008701785,-0.03252072,0.027300913,0.031747326,0.020055227,0.17609328,-0.03198283,0.022145102,0.014567295,0.102298126,-0.0780199,0.02251984,-0.062441647,0.005549335,0.0023422055,0.01804526,-0.049373303,-0.10503337,-0.06266283,-0.16135274,-0.040320493,0.015198385,-0.111465275,0.06218732,-0.00015894789,-0.107354775,0.051883474,0.27783585,-0.023326725,0.11214052,-0.09089594,-0.05401378,-0.017647076,-0.23135817,0.025144843,0.17845684,-0.035695877,-0.21836722,0.06360013,-0.036808446,-0.02275837,-0.10801071,-0.11029225,-0.022752851,-0.056426246,-0.04627935,-0.011533674,0.028043134,0.014518855,-0.015872194,-0.023082675,-0.20218937,-0.08434354,-0.04508741,0.029836942,0.024365922,-0.0075739417,0.03424843,-0.07856359,-0.018716639,-0.0117896795,0.07210672,-0.027324509,0.025022302,-0.09226734,-0.030304851,0.02634651,-0.07768746,0.07368252,0.0992082,0.007619869,-0.084657095,-0.094581306,0.052541956,-0.0011259839,-0.19138134,0.13998389,0.06670561,-0.21115537,-0.14087719,0.027540298,0.10588086,-0.05673954,-0.03323745,0.097335,0.02153584,-0.0028626374,-0.1488473,-0.15962881,0.044705465,0.030131936,-0.029327806,-0.055620242,0.13676383,0.042609066,-0.017183805,-0.13457087,-0.10131149,-0.012903107,0.04236052,0.038623434,-0.12606037,0.0947492,-0.11598076,0.00932885,-0.033163674,0.08199014,0.0063296147,0.12533887,0.054516487,-0.034034327,0.024049971,-0.018247899,-0.04640378,-0.036954198,0.1406285,-0.054736473,0.08878854,0.02615416,0.15948538,0.07868294,0.015177403,-0.01349699,0.14868066,-0.033359654,-0.0008769417,-0.027798355,-0.006352948,-0.0046514296,-0.018879136,-0.14702462,-0.04812856,0.07715062,-0.005153168,0.07713319,-0.05418346,-0.023835538,0.044975635,-0.2207934,0.08966312,-0.11355148,-0.049587425,0.23130715,-0.08416286,-0.02713454,-0.03412059,-0.043269504,0.05949674,-0.0743967,0.032894798,-0.101536795,0.10865967,0.0064189285,-0.0063685756,0.058613565,0.016883012,0.17705491,-0.117537044,0.038960367,-0.08725734,-0.05481097,-0.10001156,0.0076707117,-0.099598974,-0.047419585,0.09686962,0.07192745,0.10580543,-0.045184087,0.1699251,0.035476215,0.05137136,-0.054495495,0.049729202,0.048730362,0.060157478,-0.020722441,0.076378584,0.09803249,-0.09421525,-0.06018346,-0.08388654,0.11063856,-0.0047081057,-0.056125537,-0.04166685,0.035269,0.01991916,0.023654146,0.03817844,-0.10751356,0.013886679,0.00885964,-0.013157301,-0.007440843,0.053672694,-0.1662389,0.099086195,-0.07127966,0.18593141,-0.045357205,-0.098861694,0.013690721,0.12511477,0.025274936,0.0012394032,-0.16362116,-0.14964679,0.09636149,0.17189237,0.052249193,-0.0004179813
Politics / Trade Union ,Daesh,['Daesh'],-0.0043884665,0.012589214,0.00529504,0.009669989,0.029211909,-0.020306576,-0.003630815,0.062302627,-0.10172603,0.111229,-0.09980089,0.05930418,0.09125006,-0.049027316,0.0050790943,-0.055249564,-0.10750558,-0.20849475,-0.054308787,0.09647719,-0.05646385,0.10161014,-0.027191516,0.05168636,0.014925532,-0.044176668,0.024427183,-0.07321288,0.035815123,0.41406527,-0.038733564,-0.09788081,0.08415949,0.061855488,0.023555879,-0.012631293,0.048605427,0.06869799,-0.06010738,0.21513514,-0.036107145,-0.033289023,-0.0882097,0.038240854,0.0065715816,-0.036654398,0.00307687,-0.021376114,0.15527014,0.09788722,0.042680435,-0.10326025,0.02758671,0.15446824,-0.12563881,-0.1214932,-0.011991119,0.12297032,-0.0837526,-0.01615473,-0.016633645,-0.008865872,-0.14719763,0.04890027,-0.06912849,-0.044565573,-0.19103731,-0.107694685,0.12620096,-0.007592408,0.0012367303,0.027028427,0.15858658,0.20155936,-0.014729645,-0.067311384,0.04817413,0.0067331456,-0.033407845,0.019226352,0.043438766,0.013446156,-0.0274392,-0.05375713,-0.054116588,-0.0041459096,-0.005889424,-0.0073151905,0.009010061,-0.07828361,0.14265221,0.061344,0.18183301,0.14078556,0.023539517,0.0054355203,0.0020284168,0.03218312,-0.087342896,-0.079926215,-0.06370721,0.0904525,0.14293021,-0.05170053,0.03700067,0.0066405684,-0.0012937412,-0.057775833,0.01938852,0.06739512,-0.030026097,0.122349,-0.08992581,0.040861327,-0.0852096,0.20251942,-0.25010002,0.06340874,-0.157,0.05475976,-0.0854696,-0.050429925,0.061412893,0.007215582,-0.067090616,-0.20109293,-0.11353071,0.084141575,0.0014443547,-0.0261867,-0.054377776,-0.1442296,0.09243991,-0.038613427,0.012247838,-0.049891658,0.009868246,0.064895034,-0.12782668,-0.034834646,-0.04923967,0.041446727,0.012162717,-0.17353857,-0.027068216,0.00092277676,-0.1300857,0.16593376,-0.021658095,-0.006489601,-0.027415758,-0.008254906,0.04942877,0.07843347,-0.00585543,0.18907325,0.07584509,0.03230628,0.034853343,-0.105751365,0.0445666,-0.08335902,0.055337988,0.18705058,0.068679616,0.05479003,0.098773934,-0.04575966,0.058724355,0.026409829,-0.009866148,-0.049875356,0.084052786,-0.15209551,0.04006727,0.1541763,0.1021341,0.0573216,0.010089478,0.18843977,0.03319224,-0.018445583,0.032113444,-0.011165058,-0.063529655,-0.099070825,0.08584279,-0.0002560001,0.05118981,-0.13578618,-0.00022103416,0.06019848,0.07381596,0.008066488,0.22333111,0.024746034,0.01977127,0.03897535,-0.075757995,-0.0053656027,0.044521138,0.04355199,-0.11988274,0.19807154,0.03628504,-0.18138877,-0.0017550066,-0.070797704,-0.24305913,-0.0018455293,-0.084528275,0.051235575,-0.0951511,0.058906324,-0.06426803,0.17035377,-0.06750007,0.0133467,0.046433292,-0.035988994,0.05559046,-0.11353332,0.11156079,0.007167019,-0.08152148,0.07453155,0.04101492,0.18887848,0.0005264245,0.09011907,0.08480854,0.07089116,0.062464595,0.050198108,-0.005350489,-0.035211876,-0.051559612,-0.09135274,-0.071141735,-0.026612878,0.014821441,0.019725947,0.002918126,-0.06674629,0.12355364,0.028707918,-0.018661685,0.046206035,-0.06487269,0.0017185863,-0.0016941316,-0.040535096,-0.20483759,0.12693843,0.15103787,0.0665602,0.105923034,-0.14690715,-0.12415838,0.029632576,0.10725296,-0.02975638,-0.05210598,-0.039636448,0.032450955,-0.07576951,-0.11604032,0.15707217,-0.06665282,0.0101728635,0.09154557,-0.23054495,-0.048063915,-0.03446759,0.029807769,0.028915014,-0.05263266,-0.029598301,-0.036010355,-0.030298743,-0.005425169,-0.06483668,-0.06232146,-0.020002805,-0.17427188,0.20633048,-0.03049396,0.033138894,-0.067694336,0.11471118,-0.07656713,-0.10445305,-0.08751571,-0.09781283,-0.014210407,0.064074874,0.012336716,0.15302223,0.25040883,0.05006036
Politics / Trade Union ,FBU,['FBU'],0.04131039,-0.08283151,0.115649104,-0.12667137,-0.15336327,0.49993974,0.012413494,0.030110031,-0.0048120134,-0.13918598,0.2307294,0.11528608,0.08542262,-0.17248201,0.23200443,0.050849568,-0.18747123,0.05330997,-0.12851436,0.10354939,-0.39724794,0.269598,-0.22599983,-0.16005345,0.16159761,0.03481118,-0.18072687,-0.008218445,0.16997677,0.7585163,-0.1098523,-0.04868903,0.06481536,0.0003244877,-0.3269784,-0.1762559,-0.18905315,-0.05166978,-0.21950908,-0.3537298,-0.035810553,-0.10509117,0.045340363,0.025804628,-0.12256311,-0.05295946,0.21370552,-0.29815412,-0.23821342,-0.32354733,-0.050145533,0.0644986,0.3620609,0.16632535,-0.027006965,-0.3028669,-0.29201525,0.20915528,0.09372821,0.09242294,-0.124509014,-0.16837855,-0.20100309,0.12746781,-0.047777466,0.017488163,-0.1910546,-0.012316315,0.0725519,-0.3160075,0.15416355,0.008178122,0.4447856,-0.16411567,-0.03917385,0.0132828355,-0.030756665,-0.4087104,-0.10809584,0.06982774,-0.31530088,-0.42388594,0.48213178,0.27213925,-0.031086639,0.03397967,-0.051278245,-0.0507545,0.15186405,-0.07956055,-0.08006723,0.4031273,-0.06446667,0.06676011,-0.023570597,0.020956911,-0.048269574,0.15640959,-0.055121552,-0.09269729,-0.08527298,-0.064910546,0.026659235,-0.04781522,-0.36835822,-0.33576766,0.26606727,0.07038346,0.11991962,-0.07319115,-0.091904014,0.11779689,-0.11992805,-0.17029098,0.21870175,0.38499546,-0.14291015,0.14149706,-0.3244825,0.1829312,-0.019643605,-0.1528083,0.39176396,0.6521143,-0.18858676,-0.31622896,0.000807859,-0.276531,0.12783419,-0.116530865,-0.28177336,0.10757249,0.1439442,0.055452913,-0.049021184,0.17770687,-0.059405215,0.08880557,-0.07569282,-0.23550765,0.20204967,-0.13198513,-0.15631115,0.06490819,-0.021760443,-0.082910225,-0.34760058,0.00623253,-0.119792245,0.15113553,-0.034372114,0.0014773309,0.16813685,-0.07966001,0.15293832,-0.13837242,0.2479155,-0.09491385,0.15355133,0.15221332,-0.3344038,-0.12021859,0.0710375,-0.12054517,0.2568181,-0.067068875,-0.23575762,-0.29342434,-0.18243556,0.11932733,0.03603507,-0.023599701,0.3357199,0.3531773,0.34247398,0.07062912,-0.5189843,-0.0014446378,0.12458213,-0.24399695,-0.15912196,0.292301,0.2488267,0.186718,-0.24954407,-0.47731194,-0.046327695,-0.11987994,0.42324919,-0.002704896,0.12707338,0.14935935,0.15701574,-0.27940494,0.45162702,0.017137235,0.47826236,0.11113651,0.18961447,-0.024101295,-0.013610907,0.12137316,0.007089789,0.010288559,-0.060412038,0.65006465,0.2569019,0.17328218,-0.18401791,-0.17133448,0.08206826,0.5134944,0.016038716,0.020760069,-0.32467777,0.11700309,-0.15532549,0.020384436,-0.04410723,-0.06630475,0.23712656,-0.23687007,0.3271079,-0.016253084,0.06030079,-0.1254282,-0.6152895,0.31210196,0.04998133,0.2508346,0.1998661,0.053163864,-0.11452992,-0.30632123,-0.10356163,0.10348329,-0.0689719,0.0130937155,-0.10311237,-0.41574547,0.047100846,-0.06635785,-0.07282977,0.07848767,0.20861891,-0.044954292,0.060440756,-0.12866433,0.20202886,0.068735115,0.10068436,-0.09075102,-0.046360847,-0.13668168,0.28312442,0.097374484,0.08225462,0.107462324,-0.07282101,0.036303937,-0.2200522,0.11214684,-0.023581669,0.44032416,-0.02371886,-0.089720786,0.38935816,0.11106421,-0.033137016,0.06145765,0.07970208,0.07014647,-0.23769076,0.0029844102,-0.07932532,-0.14929332,-0.019927224,-0.14357924,-0.028334096,0.050112247,0.07909185,0.05451157,-0.12639841,0.019961074,-0.24085021,0.20049447,-0.014493272,0.1149828,0.14046739,0.09559654,0.072075784,-0.0064026043,0.12016359,0.004194798,-0.18462285,-0.08958752,0.23978505,0.45343104,0.13677253,-0.14234592
Politics / Trade Union ,Farage,['Farage'],0.057710327,0.00902247,-0.040267754,0.03516831,-0.16900285,0.009922734,-0.005910577,0.08693257,-0.08049202,0.035031334,0.057056487,0.024726387,0.01250791,0.004569941,-0.15221533,0.00092370994,0.020579431,-0.046689063,-0.15901086,-0.00928803,0.013149711,0.17826945,0.107398316,0.02969328,0.021394935,-0.00753555,-0.05658261,-0.11615453,-0.075330116,0.34439474,-0.045245547,0.047674734,0.043052614,-0.053171683,-0.07031314,-0.1119992,0.013532872,-0.021406416,-0.07846774,-0.014055237,-0.05220908,-0.08557325,-0.08726147,-0.044739287,0.073073685,-0.03223433,0.0025218078,0.085890844,0.16242194,0.036290772,-0.09953593,0.07827993,-0.13143475,-0.024840513,-0.08263848,0.0036276001,0.022746066,-0.028591331,0.031559642,-0.0048175496,0.03007535,0.082118705,-0.009734821,0.089848764,-0.009727431,0.017702768,-0.0644923,-0.077462874,-0.011632958,-0.1499979,0.024649523,0.008664201,-0.027318697,0.04831476,-0.09570346,-0.0054782964,0.016212855,0.08418311,-0.037271317,0.0677584,0.048997026,-0.0790378,0.11547382,0.0043445914,-0.011884285,-0.19952674,0.026970953,-0.0073174564,0.07050504,-0.019004468,-0.023535617,-0.008197742,-0.0060442253,0.18563528,0.024627613,0.030982908,0.058064867,-0.012020915,-0.03800904,0.04376598,-0.14888392,0.17236245,-0.031217173,0.023081452,0.07431002,0.16895638,-0.03367687,0.18405001,-0.11287899,0.112703815,-0.031058257,-0.050310057,-0.037430074,0.02792486,0.10414219,0.080914274,-0.3197874,-0.07342543,-0.07533318,-0.021437943,-0.053289033,0.09934524,-0.08085921,0.08089325,-0.026113663,-0.15799548,0.051727224,-0.061145615,-0.08901313,-0.049811117,-0.2622245,-0.0478419,0.0060047884,-0.0084686875,-0.09192742,-0.11394036,-0.058223046,0.093162075,0.12396673,-0.079647586,0.017210595,-0.10598922,-0.0034599348,0.06030613,0.005621089,0.05751465,-0.13855204,0.049756043,-0.06315555,0.034305304,-0.028631587,0.047827873,-0.10508201,0.029424077,0.08934486,-0.03242638,-0.069083944,-0.07771182,0.103079796,0.05401981,-0.022334227,-0.14196733,0.036372166,-0.09886048,0.1251665,-0.015617293,0.009864157,-0.024439845,0.11476858,-0.0072503937,0.03434906,-0.008553587,0.11896859,0.01693232,0.06398007,0.00960871,-0.1142805,-0.0458454,-0.04224346,-0.06798033,-0.056675427,0.08198779,0.07690338,-0.12131977,-0.06646188,-0.18219484,-0.055505335,0.20356944,0.09717576,0.010967585,0.039250806,0.07408571,0.033876214,-0.14044969,0.0431218,0.064284876,-0.02605471,0.0054117115,-0.0028624148,0.05265764,0.013114092,-0.0076315315,-0.008337748,0.1440928,-0.05707916,-0.09484847,0.06538815,0.0640211,0.05801952,-0.018225802,0.038899213,0.10186517,-0.020277416,0.015105629,0.028023103,0.071889356,-0.043159176,-0.008250382,-0.03773374,0.0034959249,0.0971535,-0.03927503,-0.09015349,-0.0072744503,0.032836568,-0.00067612185,-0.09052692,0.06674292,-0.08131793,-0.070667,0.11394749,0.10048382,-0.040692464,0.02276719,-0.025627185,0.02849046,-0.11814626,0.07287475,-0.017739952,0.080172755,-0.15228793,-0.046048515,0.0628983,-0.0236109,0.09139346,-0.043101046,0.02423416,-0.025740262,0.052790504,0.05587872,-0.043993216,-0.004199593,0.066789076,0.15171511,0.014747618,0.005588797,0.062610626,0.04253998,0.052899145,-0.028467301,0.07801606,-0.07992895,0.010665527,0.08152445,-0.025782341,-0.031568266,-0.0017567046,-0.041860998,-0.021884348,-0.025878012,0.025377627,0.060919814,0.02222747,-0.076337144,0.07096128,0.05296848,0.027800456,0.013061141,-0.052401386,0.0033571154,-0.012192366,-0.03760528,-0.085985065,0.11059183,-0.11941539,0.17236784,-0.04736002,0.08108534,-0.066138215,-0.09076973,-0.0017018139,-0.108320594,-0.054867864,-0.096734405,-0.03762167,-0.10864197,0.019450944,0.15670732,0.019580785,-0.070304684
